feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127
-2.272069,-0.8317809,0.7818787,3.1212893,-1.5004376,-0.50166935,-0.8464216,-1.689612,-0.17585106,2.0273874,1.2566282,1.8393818,0.37122947,-1.4820783,-2.0323164,4.9584017,0.97094685,-2.6618693,0.08577973,-1.3351413,-4.283605,-0.954499,-1.2867372,-1.8801622,-1.1000221,-3.4353852,-0.44582698,-0.8869546,1.262142,-1.2693787,-0.10654371,-4.234397,2.9684122,1.2735554,-1.7154348,2.8260748,1.1790566,-2.9225006,2.6314015,-0.0035907626,3.6974497,-2.898014,-1.4421597,2.272029,3.7140472,-5.0827484,6.039242,1.9918536,-2.2843707,3.4207177,3.8983073,2.5862644,-0.08771566,-0.24639334,3.0560079,4.459055,-0.33863515,-1.4966809,-2.2779953,1.3763633,-3.2040763,1.7309104,2.316076,1.2139001,-0.04880969,1.0018877,-0.6456492,1.4378548,2.4402924,-0.68007344,-3.3632164,1.6726247,-0.9603354,2.4315393,-2.3785517,-3.040834,4.755556,4.735106,0.032182127,-2.2023737,-3.605626,0.9843404,-4.588054,-0.5090154,-1.4604365,-4.5030985,0.06314293,0.057722855,0.21295479,3.3950593,-1.4235461,0.08436058,0.86436355,-2.2465749,3.5768352,-1.1711571,3.7348814,-0.99486333,1.0591656,-1.0991338,-1.9798336,0.018951945,-2.2156985,-2.200002,-4.3797226,-2.5505347,-3.1754625,2.1305697,-3.4338036,1.2095021,-0.4377717,1.5887773,1.6689414,-4.265279,-0.5066972,-1.0535288,0.8743143,3.4314866,-2.498725,0.38771448,0.8585735,0.70049906,2.05418,-0.19732039,-1.234327,-0.11828449,-1.2032084,-2.497072
0.07025711,0.2591734,6.2618446,3.7852712,2.3271677,3.3845835,-0.7915663,3.504548,-0.8751116,1.3212554,-4.0864735,-2.9812,1.6832998,-3.3656447,-0.43084037,4.9110565,-2.243941,-1.1996015,3.9465303,0.42200646,2.2437139,-3.3841946,0.24213697,3.5452683,0.521728,2.8471203,-0.61649275,0.6782315,-1.4729604,-2.3075125,-2.3355994,0.17585737,2.224843,-5.4198437,-3.7406292,1.1893909,2.2268174,-1.1292377,-0.7328724,-1.1981199,5.5881696,-1.8159806,3.2174103,-4.4595757,-2.6588614,-4.338479,-4.3803554,-2.8211586,2.6055226,0.43664852,0.33570874,2.9895754,1.3859892,2.2060978,-1.6784382,3.9216027,1.7424141,-2.8970437,-1.243465,-0.81400365,-1.3822042,2.647869,3.8692386,1.7979264,-2.2015712,2.4935234,-0.2176505,0.900383,-1.4413732,-0.037109293,0.8822541,-1.8794926,-4.615771,-2.8406029,-4.7034245,-1.6444829,-1.2416091,-4.305751,2.4757938,5.493299,-4.431948,-2.44146,0.11740516,-2.118331,1.5567786,7.929356,2.462104,-1.8759362,-1.7745789,0.21528085,-1.0090032,2.4792733,-3.0808704,-4.4074736,-0.67398345,-2.7794333,5.7306504,0.8428172,0.22416474,-2.1495154,-0.8910226,0.24607953,-0.9244356,2.5764258,0.0930527,-1.1443645,2.185883,4.6981835,-1.2619333,2.5283408,-4.407167,-0.98911,2.8311565,-2.8964646,-2.4075658,3.6678224,-0.5823551,1.5469671,1.3259205,-0.51091117,-0.023552924,1.9921975,-1.899044,-3.192319,2.279469,4.677745,-4.486825,-6.701038
-0.88093495,2.2754674,-0.7968943,1.0097129,-1.4321645,-2.6002662,-1.8982856,-0.6423606,-3.0948966,-0.019442502,-1.4538231,-0.66523486,-3.1937594,1.0302366,-5.0936184,2.9718509,-0.44460163,-0.56967145,4.2117524,0.6067363,-0.47361735,-2.117591,-2.3610287,1.4461513,0.68005085,-2.857289,0.92513466,-3.495986,3.2591448,2.373733,0.47968,-1.1210558,-4.1425014,-4.224528,1.1400285,3.4250615,1.679649,1.9526509,-0.10294157,-1.8177035,0.26014555,-0.24635735,-1.0156474,3.3701885,-4.2348814,1.319162,-1.3285688,1.6658328,0.10896098,4.8119802,-0.806357,0.5113796,0.13567504,-2.430146,-3.3768592,-1.1023402,-0.11930013,3.9259973,-3.2907748,0.0308453,2.8124034,-0.28159723,-0.21156037,-1.2473586,3.022738,1.8976525,-4.126701,-2.276201,1.6142021,-2.6601813,-1.1218227,-1.024033,-2.7239761,-1.9514406,-2.233143,-4.2323837,-1.5002513,4.0650454,-0.73666465,0.66804886,1.6320055,0.72859126,0.6498622,-0.4468526,0.97426856,-0.5766671,4.5685306,-0.08008251,3.178575,0.7598895,0.30737525,-1.3243512,-0.013145484,1.279923,-0.8426702,4.156915,2.7606127,2.2015176,2.8867526,3.0975955,3.2692032,-1.3644899,1.3444078,-2.2874904,0.18849179,4.244665,3.4443483,0.33074155,-2.9373791,-0.37886786,-0.06391369,1.4795785,-0.083888695,2.7202232,-0.50037694,-2.67228,2.555527,3.486303,-0.85567534,-3.7831068,-1.8332673,-2.6687026,0.8714479,-1.5781171,3.7058973,-2.0732198,2.178596,1.5131669
0.82116425,0.6113645,0.66225743,-0.61146414,0.40243846,0.12207828,1.4532268,1.483068,1.502236,-2.6936657,-0.6993012,-1.9683489,-0.8884004,-0.14468557,-2.0046465,-0.6463522,-1.7973614,-0.42447054,-0.39796805,-0.056258574,2.5264127,0.35016534,-3.1906526,0.4882215,-0.68336284,-0.1992991,1.8243316,0.92636997,1.0908787,0.30752772,-1.8536502,-0.9449537,0.20699248,2.1042576,0.094512664,0.0509765,-0.7531901,1.1383065,0.18868251,0.2777964,1.199122,0.25385574,2.1197178,-1.9724946,1.3893791,-1.7639123,0.7096337,0.090611815,-0.57939297,-1.1948255,-0.38107473,1.1884906,-0.11275978,0.32328326,-1.5013164,-0.27531892,-1.16017,-0.9568083,1.1659466,-2.1549735,0.16608226,-0.4233154,-0.29612005,0.57018715,2.2330296,1.8117416,0.26333126,-0.173864,2.697925,0.73496187,-0.61827695,-3.0558157,1.3345194,-0.80481714,-2.6879644,-0.44318128,1.0922617,-0.215125,0.086521976,-0.8526663,-0.8294736,0.07143221,-0.041456535,-1.047565,-1.7956352,-1.861185,-1.9278703,-1.5052189,0.19365035,2.3799543,-0.89779687,-1.2814311,-0.096886024,0.7934779,-0.7139324,0.13559853,1.1764699,-0.92151767,-0.38046724,-0.22164991,-0.22730088,-2.4388056,-1.6108539,-0.89086336,-1.2275746,1.80058,0.7781701,0.6716457,-0.8126423,1.2031405,-0.44964075,0.5742151,0.16551532,0.89847255,0.7328367,-1.5338663,0.94600725,2.751524,0.068147354,-1.2861265,0.7664793,-0.8131703,1.6772575,1.2783463,-0.69710994,-0.35902047,0.93242633,-0.848749
-2.3610716,2.348054,1.2001419,-0.01314491,0.9683326,1.9006444,2.0919333,1.1318018,0.036899604,-0.4782749,3.3371136,-0.1303327,-0.79627687,0.9058221,0.9071038,0.8064561,0.8207028,-3.1566014,-0.22794807,1.8444908,-0.34298405,3.5942357,-0.29444188,-2.4296794,-0.7498906,-0.26393455,-2.3196936,1.3107113,-2.298697,-0.8041502,-0.123979956,-2.9070852,0.29888222,1.4804568,-1.6458073,0.3760804,-0.32875305,-0.31021523,0.55391103,-0.32759714,1.6931818,1.2645211,0.7419777,-2.404506,1.0800323,-2.0785081,0.71669084,-0.38540012,3.5627854,-3.2325888,-0.21164896,-0.4854849,-0.96376413,0.852703,2.7905266,2.6349025,-0.25828546,-0.61712134,0.43443853,0.85511553,-1.8052027,-0.7086491,0.36042383,-1.0360984,0.08216792,0.6714343,3.5562837,-1.2597305,1.0640858,0.66684276,-0.61619806,0.2560879,1.8202362,1.1621056,0.83343136,1.6182442,0.9296707,0.114740044,1.2178317,0.36530027,-1.7847669,0.99487305,-0.7800405,-2.371407,-1.5062325,-3.0628667,-0.29971302,1.0577945,-0.9245294,1.3957057,-1.7413157,-1.4175338,1.0274941,0.04488547,-1.2058232,-0.71654135,2.8165574,0.29129833,-1.8154248,-0.7420122,-2.0103056,0.507246,0.17585129,0.7374917,0.6743089,-0.87938267,0.8359752,-1.2261082,1.8274544,1.7491003,1.8239439,0.43885288,-1.1441572,-4.8243036,1.7979295,1.3100761,0.73529476,1.0527298,1.9972904,0.48986104,1.6118255,0.75775576,2.7878094,-0.5310172,-1.2225213,4.106205,-1.2808276,1.3357587
-0.24674219,-0.45461428,0.5007523,-1.0108299,0.15303348,-0.76186717,0.20157339,0.44584018,1.5577639,-0.20676832,2.7726543,0.04729657,-0.45725343,-0.24672104,0.04586655,0.7711726,0.626532,0.61229175,0.57081074,-0.15149097,0.34193623,-0.026168734,-1.2954788,-0.5485972,-0.021655362,-0.45636183,2.1205683,1.1055038,-0.122311614,0.6236141,0.4252294,1.3378382,-0.3246049,-0.35419306,-0.57914937,-0.34831357,0.59137857,-0.69184184,2.2919037,-1.1615975,0.04241553,0.2957465,-0.24091351,1.584895,1.2176465,-0.32855096,0.013844483,1.144815,-0.30196235,0.30273387,0.06311169,-0.79863244,0.42930448,-1.622391,0.10404013,-0.13217133,1.0539293,-1.0579078,0.44385675,-0.0045978855,0.3609385,0.8811082,-1.2696924,-0.40086994,0.53954506,-0.8819677,-0.15655735,-0.9833664,0.6811608,0.60686606,-0.024010941,-0.6960275,-0.423096,0.887123,-0.30352014,0.9012615,-0.36064386,-1.4839836,0.18092403,-1.0890377,-0.5389844,1.3984307,-0.029337145,0.72019845,0.8570949,-0.83417743,-0.8199204,-1.8853581,-0.17419994,0.53943676,-0.27570468,0.42383283,-0.40845004,-0.19969325,-0.76133084,-1.3057334,0.98812956,1.6270934,-0.523962,-0.7541062,0.20599559,-1.210689,0.37561247,-1.3475541,1.5647081,-0.78405994,1.5916407,-1.1370028,-0.1955429,-0.2541952,-0.72046447,-0.4157987,-1.6431936,0.65266377,0.81767464,-0.6415218,-0.65104973,-1.2487345,0.13444854,-2.2583566,0.1024011,0.12019831,-1.8364208,2.004697,0.6871512,0.70065624,1.3408467,1.4266672
0.1652804,0.99417293,0.26727173,-0.7951356,-0.15156282,0.42696986,0.78610504,-0.05350893,0.53079385,-0.9029534,1.1783928,1.2645522,-1.4232558,1.1648631,1.0764269,-0.34428722,1.221299,0.030188471,0.40015662,2.2672064,-0.3712628,-0.06010398,-1.3075769,-0.26724648,-0.17519222,1.5543915,0.56503534,-0.4059411,-0.6119185,0.15382697,1.396016,1.5342269,1.1200088,-0.2981327,-0.8546333,-0.38002637,-0.4520141,-0.6545172,0.3737241,-0.33628812,0.19910027,1.4600803,0.14709106,0.74277395,-0.6540477,1.4312762,-0.5097973,-0.69261545,-0.36610088,-1.845363,-1.3737476,-1.3682967,-0.9343613,0.52650523,-0.35580844,-0.98607695,-0.15971796,0.5732359,1.1602737,1.1266186,-0.195841,0.034589283,0.48269495,-1.2643158,0.8721154,0.2271705,-0.10017894,-1.4129026,-0.8404914,-1.2797321,1.6100271,-0.78143126,0.5507902,-1.6387792,1.9221153,0.7244566,0.8829661,1.0706012,-0.5152419,0.3062099,1.1036284,-0.09267053,0.7876387,-0.12437117,-1.0634992,0.22520933,0.68527967,1.9270207,-0.34604013,-1.4992292,-1.4033021,-1.4026008,0.7231171,0.46857426,0.0824028,-0.5166399,-1.4519211,0.13098788,0.8634864,-1.5792341,0.65763956,2.9053226,0.5059923,0.55387247,0.9120083,-0.47120965,-0.5553819,0.7647561,1.1970524,-0.11935261,0.78824234,-0.9020612,-0.52898514,-1.2527958,0.9734658,-0.45226938,0.78849304,-0.63339096,0.20406058,0.23510204,1.9143794,1.4741713,-0.12041336,-0.07002747,-1.622024,0.8084502,0.25348943,1.9231901
1.1634842,-0.05797312,-0.57107073,-2.4217098,-0.030029714,-0.30578133,1.791817,-1.3006402,0.36657476,-0.74042886,0.37485412,1.0547639,0.35292196,0.41411883,-0.014846504,-1.5132102,0.3814279,-0.116105005,-0.45830572,0.7267899,0.7188948,0.749643,1.0458869,0.9481147,1.8112022,-0.6690545,0.6769618,-1.5605245,-1.2354677,-0.83129203,-0.69144195,0.6742388,-0.90692747,0.3903462,-0.28407922,-1.3794966,-0.7693424,-0.34805766,-1.0861834,-0.10917295,-0.27775252,2.1572325,-0.19941677,0.244912,-0.3623864,-0.69247484,1.2331463,0.18960626,0.033069864,-0.7567823,-0.42029124,-0.18843713,-1.1127162,-1.1933298,0.716513,0.3421092,-2.4857078,1.4225447,-0.4895652,0.50034386,1.3209952,-1.5549499,-0.5430439,0.6351831,1.4769295,-1.0209056,0.5525793,-1.3974553,0.50710595,-1.4177359,-0.72523314,-0.32569617,1.0061209,-0.033534236,0.9846133,-1.5148273,-0.386476,1.8974543,0.010613501,-1.106804,0.988496,0.4167943,-0.53878266,0.028562307,-0.06226919,-1.0555757,-0.2105219,0.075992286,-0.5074355,1.0974461,-1.638052,0.62459695,-1.9772847,0.1743214,0.5933454,0.5741024,-0.6726496,0.31336805,-0.3358524,0.05940046,0.08014215,-1.111601,0.86509985,0.90503913,-2.0171635,0.0051879957,-1.4152908,0.53497934,-0.73064923,0.8220015,0.9820441,-0.8901627,-1.203086,-0.09911816,0.14729428,-0.030744307,0.96177214,-2.4611232,-0.5068882,0.41284162,-0.6983984,0.000791925,1.0984523,-0.31652433,0.0277754,-0.1682603,0.41880167,0.35471097
1.3393152,2.1151836,0.78872585,-1.37552,1.7796011,-2.1107247,0.2535423,-1.961447,-0.14963198,0.5841082,0.64877933,0.048344776,2.0288389,-0.6070135,-1.1980679,-0.6884348,0.80179757,-0.430215,-0.7601197,0.40721673,-0.6911152,-1.8672761,-1.5138048,0.30586067,1.5474591,-1.6867633,-1.126941,-1.2232049,-0.09665541,-0.06433648,0.059897758,0.19309121,1.3712012,0.49978808,-0.8392311,0.014703453,0.30639443,-0.3048206,-0.53883636,-0.4468191,0.24712452,2.7324286,0.49327636,0.42625073,-0.83498514,-0.13645963,-1.1878891,-0.82782644,1.0875756,-0.310854,-0.83574003,0.048253,-1.1600809,0.7191544,1.2783055,-0.6769061,-1.4778558,0.52963316,-0.88452035,0.39819115,1.4846802,-1.2786309,1.7741649,-0.28273532,0.12808068,-0.06785655,0.5488751,0.09891361,-0.6477151,-0.2669617,-0.63157475,0.5074321,-0.32974076,0.52234507,-0.5485626,-0.05416169,-0.7754205,1.2441614,-0.31503776,1.620122,0.8087433,0.4034577,0.4516039,-0.4925055,-1.0801609,2.003554,1.5671109,0.44714284,0.50901735,0.7065242,-0.038312346,1.9017179,-0.43099746,0.98586273,0.34167886,1.0372214,1.7193533,-0.21482338,-0.13520354,1.2474785,0.14226851,0.87490946,0.7646458,1.3941126,-0.57442254,0.48791176,-0.19341011,0.43591085,-1.6832702,0.02919288,1.020292,-0.10066295,-0.43282574,0.2635153,1.0685376,-0.20578319,-0.019149242,1.2248073,-1.5072737,0.38015467,-1.2567477,-0.49534035,1.8061272,-0.13954769,1.3105358,-0.91744715,-2.016466,1.6375206
-0.3384437,2.8415427,4.3388906,2.5239375,-0.4380469,-0.5162064,0.12546732,3.6755733,0.27660668,1.478169,-2.5926468,-0.03223283,0.23505718,-3.3995113,-1.4493779,0.90922165,-3.0216684,-1.709047,2.7800136,0.88155204,0.75115037,-2.0973043,1.0587205,3.63601,-0.6996057,1.141501,-0.24604106,2.255558,-0.9877132,-3.2403343,0.40837184,1.5141568,0.5629111,-3.6011643,-4.6634235,-0.83380127,0.84482634,1.3958343,1.1414,-0.9386054,4.778633,-0.9491623,2.9693067,-4.2294264,-1.9905776,-2.5749028,-4.0801315,-3.387463,1.0465752,-1.7085718,-0.85316694,3.7598155,0.36184502,1.5307101,0.4813547,2.1715693,1.9689986,-2.220176,0.38070008,-2.6717694,0.4974823,1.3704655,3.5803833,0.03836034,0.86337787,1.405861,0.9522352,-1.5729856,0.1641172,0.7226591,0.71290207,-2.447488,-3.4232075,0.9578402,-4.6067057,-1.5177857,-3.689887,-3.373286,3.3439176,4.7903666,-4.9731836,-1.6163611,-1.786893,1.3067861,1.1012126,5.8931684,1.9989256,-3.1010761,-2.1223946,1.0790677,-2.463538,0.8799057,-2.933573,-1.8100604,-2.3098521,-2.9894924,5.2724075,2.2296796,-1.0307277,-4.1751075,-0.6353641,-1.5220399,0.39534658,0.8664697,-0.4518385,-0.05704552,2.4845362,2.0775998,0.68180895,-0.200274,-5.6758432,-2.5928886,1.0823796,0.2715449,-0.56674874,4.0163174,-0.4306441,-0.39365152,2.9990106,-2.6633844,0.36741924,2.1565325,-2.7934616,-1.5098177,0.38409013,3.562055,-3.827069,-4.7654266
-0.99597085,-0.26237398,2.4581516,3.964495,-0.62667155,-0.31529278,-2.0411701,1.8720784,2.6789632,-0.9087299,-0.6785253,1.0753047,0.8196489,-1.7649579,-1.7499698,0.041009888,0.99179083,1.5310409,0.7471473,-0.052675307,-1.3079491,-1.0646164,0.92573595,1.3021138,1.7820573,-1.438024,-2.449313,-1.067896,-0.8254026,-1.7413018,1.029803,0.5629986,-1.1062946,-3.2708192,-4.05574,-0.6851126,4.294733,2.3366904,0.51938975,-3.4396756,2.4913533,-3.3374448,0.75966036,0.41913527,0.579473,-3.7620173,-0.8926257,0.110773936,1.8472805,-0.31838694,1.1921389,4.1982145,0.027623266,0.35179418,-2.5955808,3.5818827,1.7568666,-2.5105007,-1.7728428,-2.015969,-2.7667527,4.1234884,2.9256282,-0.67186826,1.6403279,1.6699278,0.8750002,-1.46813,0.18126956,1.5414091,-2.9208095,1.4435265,-4.418596,-1.8377026,-4.8013296,-0.7659622,2.6664183,-3.7722404,2.3902261,1.7643349,-2.8841004,-1.9468547,-2.1123488,-0.6351379,1.0961452,5.7722707,-0.22271666,0.22928104,0.1887863,0.9205946,-3.870212,1.1668439,-2.1014984,-3.6237364,-0.85138696,-1.4824357,1.6746657,3.3890922,0.38302922,-1.2046497,0.48322758,-1.6437844,-1.1950351,0.39332467,-4.451817,0.33919317,5.000609,3.6287975,-0.67727655,-0.00998044,-2.9826918,-2.0961947,4.204998,0.20365551,-1.2424417,0.09919116,-0.8154202,0.10000312,0.87914246,-1.6220146,1.0045112,1.2453316,-1.0797133,2.943294,2.5772672,0.3480056,-2.3460207,-6.0517945
-0.96716815,2.173925,4.359914,4.268594,0.4938599,-0.5726894,-1.1294787,2.9841244,1.7351241,0.08660669,-0.17687052,-0.37891954,0.33170652,-4.066599,-0.867446,-0.0044107884,-3.9219894,-3.3551505,2.063311,-0.68804073,2.363171,-3.7310324,1.6348144,3.728879,-1.2426293,1.1021476,-0.29863638,2.9564056,-1.0317647,-1.5762733,0.69906473,2.2016616,0.3165011,-1.973849,-4.071601,-1.8655792,0.32680735,2.5695264,0.49929973,-0.5289512,4.9370556,-1.7776386,2.3909242,-4.1832223,-2.1822057,-2.912588,-5.425149,-3.6459804,0.93115175,-2.3279316,-1.0048243,1.4086659,1.1636136,1.6594586,-0.08391598,1.7789378,1.5977631,-3.2340934,-0.36223835,-3.0775137,0.15193042,1.8734982,4.093182,-0.25834668,0.64499325,1.7637074,2.1211846,-0.4967181,-0.27477577,-1.1197324,1.9216796,-2.9560058,-3.8063385,-0.2323077,-4.4254785,-0.38185835,-2.7173636,-5.299711,2.2991378,6.110191,-5.2629766,-1.3315376,-1.4592197,1.30458,2.0148308,6.0071607,2.2839744,-3.696744,-2.7705576,0.94439155,-3.9527795,0.9611859,-2.142447,-0.76393414,-2.274949,-3.2839189,5.5500684,2.3604736,-1.4236851,-2.3888452,-0.29509923,-1.6347106,-0.027433515,0.02485612,0.7255511,0.9225742,2.6129012,1.3405917,2.3359854,-2.2672298,-4.1468225,-2.897767,0.5812183,0.8666968,-1.8236262,4.376459,-1.6103747,0.29467955,3.11376,-2.974653,0.09246139,2.2375793,-1.2891316,-1.6153854,-0.575546,4.6466627,-4.8676243,-6.000584
-0.19382787,-1.2051611,0.2229391,-1.8592736,-0.54167175,-0.41128853,-0.7512838,-1.1585869,0.45068172,-0.14913347,-0.16698948,1.5341889,1.4922595,0.2798955,0.6426812,-1.0393654,0.25032535,0.99540275,-1.5683811,0.56282496,-0.24215382,-0.029180909,0.84345305,-0.6985217,0.937345,1.1427829,-0.4042781,-2.4843264,0.5687027,0.21894671,-0.31191736,-0.55367893,-1.7864747,1.0634258,2.1203134,-0.618199,-0.42166752,0.13496278,0.49833274,-0.48432702,0.18790399,0.97511345,-1.4242642,0.46272653,0.3293539,0.67150366,0.5990019,0.3634478,0.62049276,-1.129014,0.573599,-1.4373267,-0.6979914,-0.062014595,-1.1150981,0.055071175,-2.1778424,1.390759,-0.15894318,1.3350835,-0.22804615,0.53477436,1.239287,0.13260369,-0.36863154,-0.90664047,-0.106403075,-0.53625584,0.3343096,-1.0048598,0.35663223,1.5656959,-0.29422513,1.0499374,0.3187761,0.9246937,0.5308603,-0.21020554,0.15643124,1.216359,1.4129544,-1.1455421,1.213119,1.2573779,0.42834383,0.17840412,-0.7344296,0.058248874,0.48187554,1.0009784,-2.247509,1.4915355,-0.8641024,-0.5138417,-0.54217947,1.2944717,-0.2928462,1.3958976,-1.1077287,-0.54986453,-0.32995373,0.027189238,-0.7987241,0.89471066,0.9099409,-0.39226457,1.06162,0.68827546,0.024665976,0.804563,1.119785,-0.5316293,0.18435945,-0.6122744,0.72035134,-1.1190424,-2.0910594,-2.1813009,-0.09767948,1.1845974,0.89073837,-0.25213873,0.8704618,1.3882897,1.1308225,-1.182397,-0.6296665,-0.3873828
-2.5009272,2.3688176,6.6348815,3.1291418,0.5717749,-0.48881757,0.21657614,3.817211,-0.35515386,1.8212417,-2.8210409,-1.0263774,1.4317764,-4.053112,-2.638824,2.2153509,-3.124299,-1.9189976,3.2327197,1.0997522,0.44731155,-2.4867368,0.51884526,4.1861424,-0.26019964,1.788067,-0.7704036,2.8460457,-0.8479209,-5.2119675,0.057219677,1.0600852,1.142711,-3.8264065,-4.5653567,0.2759725,1.9848499,-0.1363223,0.49507004,0.23126541,6.021883,-2.3184497,4.6028237,-5.955131,-2.9965553,-4.141645,-5.517317,-3.6799219,2.8974462,-2.0370643,-0.84669244,4.3894687,0.41664165,3.044486,-0.06009608,3.624854,2.0476966,-2.609024,-0.99036723,-2.777276,-1.7373285,1.2725546,5.088331,0.2751913,-0.87115115,1.5250611,2.4104197,-0.22572573,-0.009382995,1.3677132,0.6368754,-3.976144,-3.9332178,-0.5002067,-7.2568626,-2.4381208,-3.4449732,-3.695813,3.2334154,5.9021583,-5.293211,-2.5022779,-1.9257735,0.45415732,0.41654786,7.485144,2.4608853,-3.1105354,-1.8885242,-0.12798396,-3.9658208,1.1994393,-3.4534757,-3.124546,-2.6293235,-2.5133312,7.9970093,1.0202613,0.060764503,-5.2852182,-0.010207402,-0.66027606,-1.1338904,0.7989253,-0.38529247,0.506303,2.3266573,4.05717,-0.417993,0.17435917,-6.7587748,-2.4356115,2.1364748,-0.5634278,-0.12937339,5.4875827,-0.50812405,1.6797684,4.4534535,-1.3494191,0.25131312,2.3553164,-2.915515,-2.1695452,1.9518713,4.7970424,-5.3412657,-6.818143
-1.4145341,0.4840243,-0.11259481,1.2357712,0.910256,0.6135197,1.7506737,2.1321905,0.710424,0.12602426,-1.6886047,-1.3076975,-1.6128397,-0.490895,1.2538992,2.781029,1.1293528,-1.0153059,0.57962376,1.0270683,-1.0779126,0.8117301,-1.4790422,-1.0632081,-0.20138124,0.23781143,-0.004152328,0.9058304,1.0062373,0.90341866,-2.1863103,-2.2975056,-0.08813776,0.44176215,-0.020207584,2.827305,-0.021212637,0.8652429,2.6947477,0.45200256,-0.9024762,0.0024850816,-0.48792535,-1.3050438,1.702936,-0.16145809,0.56357175,0.85157627,-1.4442729,1.4614593,-0.24016091,2.3115432,1.3765135,-1.8944691,0.420536,0.49926743,0.4337903,-0.82289064,-0.8187991,-1.5562855,-0.037853234,0.9552336,-1.9817916,1.718852,0.23069772,0.48734203,-0.86516577,-1.5304137,1.8924838,2.6956093,-0.7605953,0.40946856,1.0717764,2.1959815,-0.89539576,0.36770567,-0.15316437,1.6946396,0.11756776,-1.4359432,-0.48959783,-0.19540194,1.5381613,-1.0674496,-3.305017,-0.64990747,-2.5251853,-1.0399383,-0.115170576,2.1534925,3.3546205,-1.0236748,-0.73061585,-0.807114,2.816144,-1.2519466,-0.295647,-1.9555769,0.44116387,-0.07639674,-0.8421359,-0.29790238,0.87496525,-2.5696144,-0.5018854,-1.6281172,-0.7335947,-0.9474114,-1.7241435,-0.19433063,1.8368582,-1.0024631,-0.5435788,-0.21988775,-0.99321926,-0.39514065,1.5116072,2.1812782,0.86789274,-2.7954106,-0.22421455,0.017034184,0.48844874,1.026213,-0.8259444,-1.572094,0.8224127,-0.17373279
1.2236623,0.48569041,0.37763575,-0.17908685,0.562285,-0.111369565,-0.68738365,-0.004348375,-0.94029236,0.2823412,-1.0067331,0.07144756,-0.5769547,0.8566061,1.1486747,-0.667594,0.66067445,-0.049368024,-0.5563184,-0.17334211,-0.041738644,0.78630686,-0.06111467,-1.3038634,0.060708724,0.32679427,0.3173619,0.15636206,0.7679645,0.46131924,-1.8069692,-0.48250112,-0.24902813,1.2772125,-1.865534,1.0240607,-0.8270632,-0.25095156,1.1062564,-0.83272797,2.1143472,0.9406482,-0.38979727,1.3481811,0.45708692,-0.7744379,-0.560166,0.67040265,-1.090439,0.91520834,0.11652282,-0.56706285,-0.5386071,0.0730885,-0.6026766,-0.8014398,-0.62597775,-0.94708157,0.4052779,-0.091845416,-0.025039718,-0.59482235,0.12527242,0.60528433,0.78845954,-0.22076577,-1.1028852,-1.0252107,0.7625855,-1.2379448,0.97545546,0.03020493,-0.05646901,-0.39813882,-0.6927455,0.4817307,-0.44067454,-0.00013311207,-1.1978438,0.51074755,0.32305047,-0.30447453,1.7357525,0.4827636,-0.50203025,0.99464786,-1.4473363,-1.2647252,0.36587158,1.27612,-0.3244735,-0.53703475,0.028639631,-0.34236318,1.0686604,0.051071234,0.21627907,0.82141036,0.20862994,-1.2002757,1.1599902,0.118657775,-1.4211359,0.77540356,1.0987889,0.40325075,-0.17364281,1.0531759,0.91877913,-0.35247326,-0.79478836,0.6007818,-0.25240088,0.9785552,1.2511023,-0.47423714,-1.5936236,0.28483987,-0.12856951,0.03903641,0.46421495,-0.48703992,-0.1396159,0.03864057,-0.9361123,-1.3319951,1.8355173,-0.03287036
